ACTION_OCCURRENCE_ID|ADDS_TO_BUDGET|ASSIGN_WORK_MEASURE_ID|ASSIGNMENT_ID|BUSINESS_GROUP_ID|EFFECTIVE_START_DATE|EFFECTIVE_END_DATE|UNIT|VALUE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|Y|ASG_FTE_PKTGA2002|ASSIGKTGA2002|188772AEC11AAD11E053A647660A0CF2|2004-03-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4079|ASSIGKTG4079|188772AEC11AAD11E053A647660A0CF2|2004-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4080|ASSIGKTG4080|188772AEC11AAD11E053A647660A0CF2|2004-04-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4114|ASSIGKTG4114|188772AEC11AAD11E053A647660A0CF2|2004-04-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2059|ASSIGKTGA2059|188772AEC11AAD11E053A647660A0CF2|2004-04-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2068|ASSIGKTGA2068|188772AEC11AAD11E053A647660A0CF2|2004-04-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4126|ASSIGKTG4126|188772AEC11AAD11E053A647660A0CF2|2004-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4134|ASSIGKTG4134|188772AEC11AAD11E053A647660A0CF2|2004-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2119|ASSIGKTGA2119|188772AEC11AAD11E053A647660A0CF2|2004-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4146|ASSIGKTG4146|188772AEC11AAD11E053A647660A0CF2|2004-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4151|ASSIGKTG4151|188772AEC11AAD11E053A647660A0CF2|2004-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4125|ASSIGKTG4125|188772AEC11AAD11E053A647660A0CF2|2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4154|ASSIGKTG4154|188772AEC11AAD11E053A647660A0CF2|2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2149|ASSIGKTGA2149|188772AEC11AAD11E053A647660A0CF2|2004-05-11|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4177|ASSIGKTG4177|188772AEC11AAD11E053A647660A0CF2|2004-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2158|ASSIGKTGA2158|188772AEC11AAD11E053A647660A0CF2|2004-05-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4189|ASSIGKTG4189|188772AEC11AAD11E053A647660A0CF2|2004-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2142|ASSIGKTGA2142|188772AEC11AAD11E053A647660A0CF2|2004-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA1937|ASSIGKTGA1937|188772AEC11AAD11E053A647660A0CF2|2004-05-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4233|ASSIGKTG4233|188772AEC11AAD11E053A647660A0CF2|2004-05-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2198|ASSIGKTGA2198|188772AEC11AAD11E053A647660A0CF2|2004-05-31|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4232|ASSIGKTG4232|188772AEC11AAD11E053A647660A0CF2|2004-06-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4240|ASSIGKTG4240|188772AEC11AAD11E053A647660A0CF2|2004-06-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4243|ASSIGKTG4243|188772AEC11AAD11E053A647660A0CF2|2004-06-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4255|ASSIGKTG4255|188772AEC11AAD11E053A647660A0CF2|2004-06-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4256|ASSIGKTG4256|188772AEC11AAD11E053A647660A0CF2|2004-06-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4274|ASSIGKTG4274|188772AEC11AAD11E053A647660A0CF2|2004-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4277|ASSIGKTG4277|188772AEC11AAD11E053A647660A0CF2|2004-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2239|ASSIGKTGA2239|188772AEC11AAD11E053A647660A0CF2|2004-06-11|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2244|ASSIGKTGA2244|188772AEC11AAD11E053A647660A0CF2|2004-06-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2262|ASSIGKTGA2262|188772AEC11AAD11E053A647660A0CF2|2004-06-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4351|ASSIGKTG4351|188772AEC11AAD11E053A647660A0CF2|2004-06-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4357|ASSIGKTG4357|188772AEC11AAD11E053A647660A0CF2|2004-07-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4359|ASSIGKTG4359|188772AEC11AAD11E053A647660A0CF2|2004-07-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4360|ASSIGKTG4360|188772AEC11AAD11E053A647660A0CF2|2004-07-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4365|ASSIGKTG4365|188772AEC11AAD11E053A647660A0CF2|2004-07-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4385|ASSIGKTG4385|188772AEC11AAD11E053A647660A0CF2|2004-07-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4386|ASSIGKTG4386|188772AEC11AAD11E053A647660A0CF2|2004-07-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4387|ASSIGKTG4387|188772AEC11AAD11E053A647660A0CF2|2004-07-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4408|ASSIGKTG4408|188772AEC11AAD11E053A647660A0CF2|2004-07-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2362|ASSIGKTGA2362|188772AEC11AAD11E053A647660A0CF2|2004-07-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4413|ASSIGKTG4413|188772AEC11AAD11E053A647660A0CF2|2004-07-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4414|ASSIGKTG4414|188772AEC11AAD11E053A647660A0CF2|2004-07-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4415|ASSIGKTG4415|188772AEC11AAD11E053A647660A0CF2|2004-07-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4417|ASSIGKTG4417|188772AEC11AAD11E053A647660A0CF2|2004-07-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4418|ASSIGKTG4418|188772AEC11AAD11E053A647660A0CF2|2004-07-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4437|ASSIGKTG4437|188772AEC11AAD11E053A647660A0CF2|2004-07-30|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2406|ASSIGKTGA2406|188772AEC11AAD11E053A647660A0CF2|2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2412|ASSIGKTGA2412|188772AEC11AAD11E053A647660A0CF2|2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2463|ASSIGKTGA2463|188772AEC11AAD11E053A647660A0CF2|2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2486|ASSIGKTGA2486|188772AEC11AAD11E053A647660A0CF2|2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2488|ASSIGKTGA2488|188772AEC11AAD11E053A647660A0CF2|2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4459|ASSIGKTG4459|188772AEC11AAD11E053A647660A0CF2|2004-08-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4505|ASSIGKTG4505|188772AEC11AAD11E053A647660A0CF2|2004-08-18|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4518|ASSIGKTG4518|188772AEC11AAD11E053A647660A0CF2|2004-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4524|ASSIGKTG4524|188772AEC11AAD11E053A647660A0CF2|2004-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2554|ASSIGKTGA2554|188772AEC11AAD11E053A647660A0CF2|2004-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4537|ASSIGKTG4537|188772AEC11AAD11E053A647660A0CF2|2004-09-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2500|ASSIGKTGA2500|188772AEC11AAD11E053A647660A0CF2|2004-09-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4559|ASSIGKTG4559|188772AEC11AAD11E053A647660A0CF2|2004-09-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4598|ASSIGKTG4598|188772AEC11AAD11E053A647660A0CF2|2004-09-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4603|ASSIGKTG4603|188772AEC11AAD11E053A647660A0CF2|2004-09-29|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4605|ASSIGKTG4605|188772AEC11AAD11E053A647660A0CF2|2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4607|ASSIGKTG4607|188772AEC11AAD11E053A647660A0CF2|2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2537|ASSIGKTGA2537|188772AEC11AAD11E053A647660A0CF2|2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2583|ASSIGKTGA2583|188772AEC11AAD11E053A647660A0CF2|2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2599|ASSIGKTGA2599|188772AEC11AAD11E053A647660A0CF2|2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2643|ASSIGKTGA2643|188772AEC11AAD11E053A647660A0CF2|2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4613|ASSIGKTG4613|188772AEC11AAD11E053A647660A0CF2|2004-10-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2580|ASSIGKTGA2580|188772AEC11AAD11E053A647660A0CF2|2004-10-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2584|ASSIGKTGA2584|188772AEC11AAD11E053A647660A0CF2|2004-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2592|ASSIGKTGA2592|188772AEC11AAD11E053A647660A0CF2|2004-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4630|ASSIGKTG4630|188772AEC11AAD11E053A647660A0CF2|2004-10-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4665|ASSIGKTG4665|188772AEC11AAD11E053A647660A0CF2|2004-10-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2632|ASSIGKTGA2632|188772AEC11AAD11E053A647660A0CF2|2004-10-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2650|ASSIGKTGA2650|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2655|ASSIGKTGA2655|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2656|ASSIGKTGA2656|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2657|ASSIGKTGA2657|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2658|ASSIGKTGA2658|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2659|ASSIGKTGA2659|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2660|ASSIGKTGA2660|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2710|ASSIGKTGA2710|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2713|ASSIGKTGA2713|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2716|ASSIGKTGA2716|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2724|ASSIGKTGA2724|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2739|ASSIGKTGA2739|188772AEC11AAD11E053A647660A0CF2|2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2711|ASSIGKTGA2711|188772AEC11AAD11E053A647660A0CF2|2004-11-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4766|ASSIGKTG4766|188772AEC11AAD11E053A647660A0CF2|2004-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4774|ASSIGKTG4774|188772AEC11AAD11E053A647660A0CF2|2004-11-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4776|ASSIGKTG4776|188772AEC11AAD11E053A647660A0CF2|2004-11-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2793|ASSIGKTGA2793|188772AEC11AAD11E053A647660A0CF2|2004-11-29|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2819|ASSIGKTGA2819|188772AEC11AAD11E053A647660A0CF2|2004-12-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2820|ASSIGKTGA2820|188772AEC11AAD11E053A647660A0CF2|2004-12-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2765|ASSIGKTGA2765|188772AEC11AAD11E053A647660A0CF2|2004-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2766|ASSIGKTGA2766|188772AEC11AAD11E053A647660A0CF2|2004-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2847|ASSIGKTGA2847|188772AEC11AAD11E053A647660A0CF2|2004-12-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4901|ASSIGKTG4901|188772AEC11AAD11E053A647660A0CF2|2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4902|ASSIGKTG4902|188772AEC11AAD11E053A647660A0CF2|2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4903|ASSIGKTG4903|188772AEC11AAD11E053A647660A0CF2|2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4927|ASSIGKTG4927|188772AEC11AAD11E053A647660A0CF2|2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4928|ASSIGKTG4928|188772AEC11AAD11E053A647660A0CF2|2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4929|ASSIGKTG4929|188772AEC11AAD11E053A647660A0CF2|2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4930|ASSIGKTG4930|188772AEC11AAD11E053A647660A0CF2|2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2880|ASSIGKTGA2880|188772AEC11AAD11E053A647660A0CF2|2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2886|ASSIGKTGA2886|188772AEC11AAD11E053A647660A0CF2|2005-01-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2889|ASSIGKTGA2889|188772AEC11AAD11E053A647660A0CF2|2005-01-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2897|ASSIGKTGA2897|188772AEC11AAD11E053A647660A0CF2|2005-01-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4946|ASSIGKTG4946|188772AEC11AAD11E053A647660A0CF2|2005-01-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG4998|ASSIGKTG4998|188772AEC11AAD11E053A647660A0CF2|2005-02-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3001|ASSIGKTGA3001|188772AEC11AAD11E053A647660A0CF2|2005-02-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2992|ASSIGKTGA2992|188772AEC11AAD11E053A647660A0CF2|2005-02-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5041|ASSIGKTG5041|188772AEC11AAD11E053A647660A0CF2|2005-02-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3045|ASSIGKTGA3045|188772AEC11AAD11E053A647660A0CF2|2005-02-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5059|ASSIGKTG5059|188772AEC11AAD11E053A647660A0CF2|2005-03-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5063|ASSIGKTG5063|188772AEC11AAD11E053A647660A0CF2|2005-03-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5065|ASSIGKTG5065|188772AEC11AAD11E053A647660A0CF2|2005-03-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5078|ASSIGKTG5078|188772AEC11AAD11E053A647660A0CF2|2005-03-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5079|ASSIGKTG5079|188772AEC11AAD11E053A647660A0CF2|2005-03-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5092|ASSIGKTG5092|188772AEC11AAD11E053A647660A0CF2|2005-03-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5102|ASSIGKTG5102|188772AEC11AAD11E053A647660A0CF2|2005-03-25|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5119|ASSIGKTG5119|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5120|ASSIGKTG5120|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3173|ASSIGKTGA3173|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3182|ASSIGKTGA3182|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3184|ASSIGKTGA3184|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3186|ASSIGKTGA3186|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3188|ASSIGKTGA3188|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3191|ASSIGKTGA3191|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3192|ASSIGKTGA3192|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3193|ASSIGKTGA3193|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3195|ASSIGKTGA3195|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3196|ASSIGKTGA3196|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3198|ASSIGKTGA3198|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3211|ASSIGKTGA3211|188772AEC11AAD11E053A647660A0CF2|2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5138|ASSIGKTG5138|188772AEC11AAD11E053A647660A0CF2|2005-04-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3209|ASSIGKTGA3209|188772AEC11AAD11E053A647660A0CF2|2005-04-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3213|ASSIGKTGA3213|188772AEC11AAD11E053A647660A0CF2|2005-04-11|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5149|ASSIGKTG5149|188772AEC11AAD11E053A647660A0CF2|2005-04-18|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3228|ASSIGKTGA3228|188772AEC11AAD11E053A647660A0CF2|2005-04-18|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3261|ASSIGKTGA3261|188772AEC11AAD11E053A647660A0CF2|2005-05-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3287|ASSIGKTGA3287|188772AEC11AAD11E053A647660A0CF2|2005-05-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3307|ASSIGKTGA3307|188772AEC11AAD11E053A647660A0CF2|2005-05-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3250|ASSIGKTGA3250|188772AEC11AAD11E053A647660A0CF2|2005-05-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3278|ASSIGKTGA3278|188772AEC11AAD11E053A647660A0CF2|2005-05-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3291|ASSIGKTGA3291|188772AEC11AAD11E053A647660A0CF2|2005-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5247|ASSIGKTG5247|188772AEC11AAD11E053A647660A0CF2|2005-05-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5272|ASSIGKTG5272|188772AEC11AAD11E053A647660A0CF2|2005-05-31|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5276|ASSIGKTG5276|188772AEC11AAD11E053A647660A0CF2|2005-05-31|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3327|ASSIGKTGA3327|188772AEC11AAD11E053A647660A0CF2|2005-05-31|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3358|ASSIGKTGA3358|188772AEC11AAD11E053A647660A0CF2|2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5322|ASSIGKTG5322|188772AEC11AAD11E053A647660A0CF2|2005-06-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3440|ASSIGKTGA3440|188772AEC11AAD11E053A647660A0CF2|2005-06-13|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3484|ASSIGKTGA3484|188772AEC11AAD11E053A647660A0CF2|2005-06-29|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3500|ASSIGKTGA3500|188772AEC11AAD11E053A647660A0CF2|2005-07-11|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3506|ASSIGKTGA3506|188772AEC11AAD11E053A647660A0CF2|2005-07-11|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3499|ASSIGKTGA3499|188772AEC11AAD11E053A647660A0CF2|2005-07-13|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3534|ASSIGKTGA3534|188772AEC11AAD11E053A647660A0CF2|2005-07-25|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5490|ASSIGKTG5490|188772AEC11AAD11E053A647660A0CF2|2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3563|ASSIGKTGA3563|188772AEC11AAD11E053A647660A0CF2|2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3564|ASSIGKTGA3564|188772AEC11AAD11E053A647660A0CF2|2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3565|ASSIGKTGA3565|188772AEC11AAD11E053A647660A0CF2|2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3566|ASSIGKTGA3566|188772AEC11AAD11E053A647660A0CF2|2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3567|ASSIGKTGA3567|188772AEC11AAD11E053A647660A0CF2|2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3569|ASSIGKTGA3569|188772AEC11AAD11E053A647660A0CF2|2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3577|ASSIGKTGA3577|188772AEC11AAD11E053A647660A0CF2|2005-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3583|ASSIGKTGA3583|188772AEC11AAD11E053A647660A0CF2|2005-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5538|ASSIGKTG5538|188772AEC11AAD11E053A647660A0CF2|2005-08-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5582|ASSIGKTG5582|188772AEC11AAD11E053A647660A0CF2|2005-08-25|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5603|ASSIGKTG5603|188772AEC11AAD11E053A647660A0CF2|2005-08-25|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3582|ASSIGKTGA3582|188772AEC11AAD11E053A647660A0CF2|2005-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3690|ASSIGKTGA3690|188772AEC11AAD11E053A647660A0CF2|2005-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5611|ASSIGKTG5611|188772AEC11AAD11E053A647660A0CF2|2005-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5615|ASSIGKTG5615|188772AEC11AAD11E053A647660A0CF2|2005-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5616|ASSIGKTG5616|188772AEC11AAD11E053A647660A0CF2|2005-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3660|ASSIGKTGA3660|188772AEC11AAD11E053A647660A0CF2|2005-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3662|ASSIGKTGA3662|188772AEC11AAD11E053A647660A0CF2|2005-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5628|ASSIGKTG5628|188772AEC11AAD11E053A647660A0CF2|2005-09-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3669|ASSIGKTGA3669|188772AEC11AAD11E053A647660A0CF2|2005-09-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3671|ASSIGKTGA3671|188772AEC11AAD11E053A647660A0CF2|2005-09-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3673|ASSIGKTGA3673|188772AEC11AAD11E053A647660A0CF2|2005-09-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3681|ASSIGKTGA3681|188772AEC11AAD11E053A647660A0CF2|2005-09-13|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3691|ASSIGKTGA3691|188772AEC11AAD11E053A647660A0CF2|2005-09-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3693|ASSIGKTGA3693|188772AEC11AAD11E053A647660A0CF2|2005-09-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5674|ASSIGKTG5674|188772AEC11AAD11E053A647660A0CF2|2005-09-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5710|ASSIGKTG5710|188772AEC11AAD11E053A647660A0CF2|2005-09-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG5711|ASSIGKTG5711|188772AEC11AAD11E053A647660A0CF2|2005-09-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3695|ASSIGKTGA3695|188772AEC11AAD11E053A647660A0CF2|2005-09-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA3700|ASSIGKTGA3700|188772AEC11AAD11E053A647660A0CF2|2005-09-30|4712-12-31|FTE|1||
